species	rundate	headid	collection.date	population	position	Bdeadflowers	Bsingleseeds	Bsinglepappi	Bpappusseed	Beggcases	Ddeadflowers	Dsingleseeds	Dsinglepappi	Dpappusseed	Deggcases	Dtseeds	dissector	dissect.date	diameter 	intact.seeds	seed.id	plength	pwidth	drop.time	unattached.seeds 	cysts	stuck.seeds 	Aeggcases	Tseeds	Teggcases	seed.mass
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	3	11.6	20.5	3.68	26	0	2	0	71	0	0.0005
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	4	11.6	17.9	2.675	26	0	2	0	71	0	0.0009
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	5	11.1	16.3	2.615	26	0	2	0	71	0	0.0011
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	6	11.4	21.5	3.28	26	0	2	0	71	0	0.0011
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	7	11.5	19.6	2.81	26	0	2	0	71	0	0.0009
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	8	11.3	20.2	2.955	26	0	2	0	71	0	0.0011
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	9	11.1	13.9	2.22	26	0	2	0	71	0	0.0007
a	8/17/2007	246	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	13.8	43	10	11.9	18.5	2.95	26	0	2	0	71	0	0.0013
a	8/17/2007	247	8/15/2007	UT	NA	2	0	0	0	0	15	10	11	0	0	10	Rick.Pongrance	4/22/2008	17.2	6	1	10.1	15.4	2.3	50	0	9	0	75	0	0.0014
a	8/17/2007	247	8/15/2007	UT	NA	2	0	0	0	0	15	10	11	0	0	10	Rick.Pongrance	4/22/2008	17.2	6	2	10.5	15.3	1.81	50	0	9	0	75	0	0.0013
a	8/17/2007	247	8/15/2007	UT	NA	2	0	0	0	0	15	10	11	0	0	10	Rick.Pongrance	4/22/2008	17.2	6	3	11.9	22	2.1	50	0	9	0	75	0	0.0013
a	8/17/2007	247	8/15/2007	UT	NA	2	0	0	0	0	15	10	11	0	0	10	Rick.Pongrance	4/22/2008	17.2	6	4	10.4	20.3	1.99	50	0	9	0	75	0	0.0013
a	8/17/2007	247	8/15/2007	UT	NA	2	0	0	0	0	15	10	11	0	0	10	Rick.Pongrance	4/22/2008	17.2	6	5	9.4	18.2	2.19	50	0	9	0	75	0	0.0013
a	8/17/2007	247	8/15/2007	UT	NA	2	0	0	0	0	15	10	11	0	0	10	Rick.Pongrance	4/22/2008	17.2	6	6	10.2	17.2	2.2	50	0	9	0	75	0	0.0012
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	1	11.4	11.3	2.05	12	0	22	0	86	0	0.0008
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	2	11.2	14.2	3	12	0	22	0	86	0	0.0007
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	3	11.9	10.2	1.765	12	0	22	0	86	0	0.0007
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	4	11.7	10.7	2.23	12	0	22	0	86	0	0.0008
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	5	11.8	13.5	2.205	12	0	22	0	86	0	0.0007
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	6	11.5	10.4	1.91	12	0	22	0	86	0	0.0006
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	7	11.8	13.9	2.66	12	0	22	0	86	0	0.0008
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	8	11.9	13.2	2.59	12	0	22	0	86	0	0.0006
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	9	11.3	18.1	3.4	12	0	22	0	86	0	0.0009
a	8/17/2007	248	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/19/2008	12.8	52	10	12	17.1	3.285	12	0	22	0	86	0	0.0008
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	1	11.2	16.2	2.57	14	0	2	0	92	0	0.0009
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	2	12	19.4	3.1	14	0	2	0	92	0	0.001
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	3	12	16.2	2.59	14	0	2	0	92	0	0.0013
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	4	11.9	18.5	2.98	14	0	2	0	92	0	0.0009
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	5	12.4	14.4	1.875	14	0	2	0	92	0	0.0011
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	6	12.2	17.3	2.94	14	0	2	0	92	0	0.001
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	7	11.4	15.8	2.735	14	0	2	0	92	0	0.0008
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	8	11.1	10.1	1.785	14	0	2	0	92	0	0.001
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	9	11.9	16	2.565	14	0	2	0	92	0	0.001
a	8/17/2007	249	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.1	76	10	12.3	18.8	3.235	14	0	2	0	92	0	0.0009
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	1	6.7	12.8	2.745	12	0	0	0	73	0	0.001
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	2	8.7	15.3	3.43	12	0	0	0	73	0	0.001
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	3	8.2	12.6	2.48	12	0	0	0	73	0	0.0005
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	4	8.2	13.8	2.6	12	0	0	0	73	0	0.0006
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	5	8.5	11.6	2.105	12	0	0	0	73	0	0.0005
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	6	8.8	11.6	2.59	12	0	0	0	73	0	0.0007
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	7	10.7	15.3	3.105	12	0	0	0	73	0	0.0005
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	8	9.1	15.7	3.32	12	0	0	0	73	0	0.0007
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	9	8.5	11.2	2.3	12	0	0	0	73	0	0.0005
a	8/17/2007	250	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/16/2008	18.2	61	10	8.3	11.3	2.235	12	0	0	0	73	0	0.0004
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	1	11.2	12.8	2.19	39	0	33	0	101	0	NA
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	2	16.6	14.6	2.34	39	0	33	0	101	0	NA
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	3	12.2	14.5	2.47	39	0	33	0	101	0	0.0008
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	4	12.7	16.9	2.33	39	0	33	0	101	0	0.0008
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	5	12.1	17	2.49	39	0	33	0	101	0	NA
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	6	10.4	13.3	2.03	39	0	33	0	101	0	0.001
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	7	10.9	15.1	2.11	39	0	33	0	101	0	NA
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	8	12.8	17.5	2.78	39	0	33	0	101	0	NA
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	9	10.9	16.7	2.25	39	0	33	0	101	0	NA
a	8/17/2007	251	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	19	29	10	11.9	18.3	2.43	39	0	33	0	101	0	NA
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	1	10.7	16	2.22	8	0	0	0	68	0	0.0011
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	2	11.5	11.4	1.7	8	0	0	0	68	0	0.0009
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	3	10.7	12.1	1.69	8	0	0	0	68	0	0.0011
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	4	10.7	15.1	2.155	8	0	0	0	68	0	0.0012
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	5	11	21	3.11	8	0	0	0	68	0	0.0011
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	6	10.7	12.5	1.77	8	0	0	0	68	0	0.0011
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	7	11.5	23	3.245	8	0	0	0	68	0	0.0015
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	8	11.4	14.4	1.705	8	0	0	0	68	0	0.0014
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	9	11.2	13.9	2.05	8	0	0	0	68	0	0.0014
a	8/17/2007	252	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	10.9	60	10	11.5	11.3	1.635	8	0	0	0	68	0	0.0011
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	1	12.6	17	2.1	4	0	27	0	97	0	0.0012
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	2	13.8	21.3	2.04	4	0	27	0	97	0	0.0017
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	3	13.9	22	2.08	4	0	27	0	97	0	0.0014
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	4	14.2	21.7	2.11	4	0	27	0	97	0	0.0014
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	5	13.4	21.1	2.16	4	0	27	0	97	0	0.0014
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	6	13.1	21.6	2.05	4	0	27	0	97	0	0.0016
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	7	14.6	23.5	2.06	4	0	27	0	97	0	0.0017
a	8/17/2007	253	8/15/2007	UT	NA	75	53	56	2	0	11	3	3	0	0	3	Caitlin.Sullivan	3/28/2008	20.1	8	8	12.7	19.4	1.7	4	0	27	0	97	0	0.0014
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	1	12.6	15.7	2.89	5	0	37	0	87	0	0.0007
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	2	12.3	18.1	3.14	5	0	37	0	87	0	0.0006
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	3	12.2	12	1.83	5	0	37	0	87	0	0.0006
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	4	12.1	14.6	2.795	5	0	37	0	87	0	0.0005
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	5	12.8	14.5	2.22	5	0	37	0	87	0	0.0008
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	6	12.5	11.6	1.835	5	0	37	0	87	0	0.0006
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	7	12	14.6	1.985	5	0	37	0	87	0	0.0009
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	8	13.2	19.9	3.42	5	0	37	0	87	0	0.0006
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	9	12.2	13.5	2.06	5	0	37	0	87	0	0.0006
a	8/17/2007	254	8/15/2007	UT	NA	0	0	0	0	0	1	0	0	0	0	0	Jennifer.Stella	5/15/2008	12	45	10	12.8	12.8	1.95	5	0	37	0	87	0	0.0008
a	8/17/2007	255	8/15/2007	UT	NA	27	19	19	1	0	25	8	8	0	0	8	Rick.Pongrance	4/22/2008	18.2	4	1	11.1	16.9	2.27	50	0	6	0	88	0	0.0011
a	8/17/2007	255	8/15/2007	UT	NA	27	19	19	1	0	25	8	8	0	0	8	Rick.Pongrance	4/22/2008	18.2	4	2	8.7	16.8	2.38	50	0	6	0	88	0	0.0012
a	8/17/2007	255	8/15/2007	UT	NA	27	19	19	1	0	25	8	8	0	0	8	Rick.Pongrance	4/22/2008	18.2	4	3	8.6	17.3	2.25	50	0	6	0	88	0	0.0012
a	8/17/2007	255	8/15/2007	UT	NA	27	19	19	1	0	25	8	8	0	0	8	Rick.Pongrance	4/22/2008	18.2	4	4	9.3	15.9	2.02	50	0	6	0	88	0	0.001
a	8/17/2007	256	8/15/2007	UT	NA	33	35	33	2	0	17	14	14	6	0	20	Jennifer.Stella	5/19/2008	11.5	0	NA	NA	NA	NA	6	0	0	0	63	0	NA
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	1	9.5	16.6	2.36	42	0	18	0	79	0	0.0014
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	2	12.2	21.3	3.54	42	0	18	0	79	0	0.0016
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	3	12.7	20.5	3.21	42	0	18	0	79	0	0.0017
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	4	11.6	22	3.54	42	0	18	0	79	0	0.0015
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	5	10.1	13.3	2	42	0	18	0	79	0	0.0012
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	6	12.7	18.2	3.08	42	0	18	0	79	0	0.0014
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	7	13.8	16.7	2.32	42	0	18	0	79	0	0.0011
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	8	10.6	11.2	1.94	42	0	18	0	79	0	0.0009
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	9	11.1	12.6	2.3	42	0	18	0	79	0	0.0009
a	8/17/2007	257	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	4/22/2008	14.9	19	10	13.2	15	2.07	42	0	18	0	79	0	0.0011
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	1	11.6	16.6	2.65	51	0	3	0	66	0	0.0008
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	2	12.1	19	3.2	51	0	3	0	66	0	0.0008
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	3	12.2	19.6	2.845	51	0	3	0	66	0	0.001
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	4	11.9	19.2	2.535	51	0	3	0	66	0	0.001
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	5	12.1	20.9	3	51	0	3	0	66	0	0.0009
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	6	12.6	17.5	2.87	51	0	3	0	66	0	0.0008
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	7	12.6	23	3.045	51	0	3	0	66	0	0.001
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	8	12.4	21.2	3.36	51	0	3	0	66	0	0.0011
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	9	12.1	18.1	2.44	51	0	3	0	66	0	0.0011
a	8/17/2007	258	8/15/2007	UT	NA	11	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/16/2008	14.2	12	10	11.9	21.6	2.86	51	0	3	0	66	0	0.0009
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	1	11	22.7	2.65	33	0	0	0	43	0	0.0024
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	2	13.1	22.2	2.675	33	0	0	0	43	0	0.0016
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	3	12.2	22.8	3.31	33	0	0	0	43	0	0.0011
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	4	12.4	22.2	3.94	33	0	0	0	43	0	0.0006
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	5	12.5	24.1	2.47	33	0	0	0	43	0	0.0015
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	6	12.6	23.6	2.01	33	0	0	0	43	0	0.0017
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	7	12.1	24.3	2.69	33	0	0	0	43	0	0.0017
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	8	11.9	22.9	3.5	33	0	0	0	43	0	0.0012
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	9	12.1	24.7	3.615	33	0	0	0	43	0	0.0011
a	8/17/2007	259	8/15/2007	UT	NA	0	0	0	0	0	12	0	0	0	0	0	Mason.Heberling	5/19/2008	16.7	10	10	12.9	23.2	2.63	33	0	0	0	43	0	0.002
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	1	10.7	18.2	2.75	31	0	0	0	95	0	0.0011
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	2	9.6	14.5	2.785	31	0	0	0	95	0	0.0006
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	3	9.3	13.7	2.53	31	0	0	0	95	0	0.0006
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	4	10.4	20.1	2.73	31	0	0	0	95	0	0.0012
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	5	11.3	22	3.01	31	0	0	0	95	0	0.0012
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	6	11.2	17.2	2.72	31	0	0	0	95	0	0.001
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	7	11.1	20.3	2.855	31	0	0	0	95	0	0.0013
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	8	10.6	12.7	2.585	31	0	0	0	95	0	0.0008
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	9	11.2	20.2	2.675	31	0	0	0	95	0	0.0014
a	8/17/2007	260	8/15/2007	UT	NA	40	17	21	0	0	30	31	26	2	0	33	Jennifer.Stella	5/16/2008	15	14	10	9.8	17.1	2.925	31	0	0	0	95	0	0.0009
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	1	11.1	21.1	2.735	73	0	0	0	99	0	0.0011
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	2	11.4	21.9	3.265	73	0	0	0	99	0	0.0015
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	3	11	19.2	2.665	73	0	0	0	99	0	0.0012
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	4	11.4	22	3.355	73	0	0	0	99	0	0.0012
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	5	11.3	18.8	2.265	73	0	0	0	99	0	0.0009
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	6	10.8	17.9	2.3	73	0	0	0	99	0	0.0011
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	7	11.4	23	3.355	73	0	0	0	99	0	0.0011
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	8	11.5	20.1	3	73	0	0	0	99	0	0.0011
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	9	10.7	14.5	1.89	73	0	0	0	99	0	0.0012
a	8/17/2007	261	8/15/2007	UT	NA	0	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/15/2008	13.3	26	10	10.8	17.9	2.25	73	0	0	0	99	0	0.0011
a	8/17/2007	262	8/15/2007	UT	NA	2	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	NA	17.4	19	1	12.4	20.2	3.25	44	0	8	0	71	0	0.001
a	8/17/2007	262	8/15/2007	UT	NA	2	0	0	0	0	0	0	0	0	0	0	Rick.Pongrance	NA	17.4	19	2	11.7	19.2	3.04	44	0	8	0	71	0	0.001
